journal_issn,journal_title,snip_latest
1463-7154,Business Process Management Journal,1.46401449742398
1463-9076,Physical Chemistry Chemical Physics,0.947393624944229
1467-2960,Fish and Fisheries,2.91513039974019
1467-5463,Briefings in Bioinformatics,3.29291907850509
1468-0874,International Journal of Engine Research,2.30634415662179
1468-1218,Nonlinear Analysis: Real World Applications,1.48224994281513
1468-4527,Online Information Review,1.07673187728577
1469-0268,International Journal of Computational Intelligence and Applications,0.478011204530514
1469-1930,Journal of Intellectual Capital,2.06832002384583
1469-7688,Quantitative Finance,1.52821059179726
1470-160X,Ecological Indicators,1.66537903726563
1470-2045,"Lancet Oncology, The",11.4175491720726
1470-8396,"Law, Probability and Risk",0.418103782406522
1471-0684,Theory and Practice of Logic Programming,1.44678428032998
1471-2105,BMC Bioinformatics,1.10531354520928
1471-2164,BMC Genomics,1.23714356806507
1471-2288,BMC Medical Research Methodology,2.74244734683151
1471-2342,BMC Medical Imaging,1.1915969554038
1471-678X,IMA Journal of Management Mathematics,0.983594304255261
1472-6947,BMC Medical Informatics and Decision Making,1.38683037025722
1473-5504,International Journal of Astrobiology,0.459954913466532
1473-8716,Information Visualization,1.46490150139084
1474-0346,Advanced Engineering Informatics,2.20188608523476
1475-2875,Malaria Journal,1.27710497871513
1475-7435,International Journal of Nanotechnology,0.354957741186894
1475-7516,Journal of Cosmology and Astroparticle Physics,0.986396522704124
1475-9217,Structural Health Monitoring,2.26722342892608
1476-1122,Nature Materials,6.44583478063082
1476-9271,Computational Biology and Chemistry,0.870712751756269
1477-7487,Surveillance & Society,1.20147595459946
1477-7835,Management of Environmental Quality,1.18946181035826
1477-8424,"Computer Languages, Systems and Structures",1.30196665160793
1477-8599,Mathematical Medicine and Biology,0.810832985723348
1477-965X,Technoetic Arts,0.206203698494691
1478-0771,International Journal of Architectural Computing,1.02142585187369
1479-8409,Journal of Financial Econometrics,2.34867532965441
1492-3831,International Review of Research in Open and Distance Learning,2.08891294904079
1508-2806,Computer Science,0.474618265932738
1520-9202,IT Professional,1.04472360584717
1520-9210,IEEE Transactions on Multimedia,2.49032135660785
1521-9615,Computing in Science and Engineering,0.846592474823235
1524-0703,Graphical Models,0.552398942013529
1524-9050,IEEE Transactions on Intelligent Transportation Systems,2.92827162292251
1526-1719,Journal of Graph Algorithms and Applications,0.778780133949736
1526-6125,Journal of Manufacturing Processes,1.798682503259
1529-3181,Communications of the Association for Information Systems,1.0671775891869
1529-3785,ACM Transactions on Computational Logic,0.987349781733566
1530-437X,IEEE Sensors Journal,1.50478549667716
1530-4388,IEEE Transactions on Device and Materials Reliability,1.23842506961571
1530-6984,Nano Letters,1.9699517621668
1530-8669,Wireless Communications and Mobile Computing,0.923478825566265
1530-9827,Journal of Computing and Information Science in Engineering,0.988134195686786
1532-0464,Journal of Biomedical Informatics,1.78788725510117
1532-0626,Concurrency Computation Practice and Experience,0.835114154050187
1533-2861,Journal of Internet Commerce,1.62374824872984
1533-5399,ACM Transactions on Internet Technology,1.43212455767293
1533-7146,Quantum Information and Computation,0.696918804998098
1534-4320,IEEE Transactions on Neural Systems and Rehabilitation Engineering,1.6420684128754
1536-0040,SIAM Journal on Applied Dynamical Systems,1.50629833812416
1536-1225,IEEE Antennas and Wireless Propagation Letters,1.63162728960976
1536-1233,IEEE Transactions on Mobile Computing,2.05865897893449
1536-1241,IEEE Transactions on Nanobioscience,0.961015123674813
1536-125X,IEEE Transactions on Nanotechnology,1.0428596055995
1536-1268,IEEE Pervasive Computing,1.54941781554757
1536-1276,IEEE Transactions on Wireless Communications,2.32097006167412
1536-1284,IEEE Wireless Communications,3.37555798005326
1537-5110,Biosystems Engineering,1.86131409298712
1539-2791,Neuroinformatics,1.34090806638514
1539-6746,Communications in Mathematical Sciences,0.817864469626644
1539-9087,Transactions on Embedded Computing Systems,0.896680358826493
1540-3459,Multiscale Modeling and Simulation,0.930550037750784
1540-7977,IEEE Power and Energy Magazine,1.24593502519363
1540-7993,IEEE Security and Privacy,1.4821423558033
1540-9589,Journal of Web Engineering,0.757416823734761
1541-1672,IEEE Intelligent Systems,2.13786774526982
1542-7951,Internet Mathematics,0.0
1543-8384,Molecular Pharmaceutics,1.0849965572545
1544-3566,Transactions on Architecture and Code Optimization,1.07734231773434
1544-6123,Finance Research Letters,2.53027458239912
1545-2255,Structural Control and Health Monitoring,2.19219053820792
1545-5955,IEEE Transactions on Automation Science and Engineering,2.08228021189686
1545-5963,IEEE/ACM Transactions on Computational Biology and Bioinformatics,1.16904749969768
1545-5971,IEEE Transactions on Dependable and Secure Computing,3.29442897104673
1545-598X,IEEE Geoscience and Remote Sensing Letters,1.60111795479785
1545-8490,Decision Analysis,1.07405410648835
1546-1955,Journal of Computational and Theoretical Nanoscience,0.532686937865614
1546-4261,Computer Animation and Virtual Worlds,0.525374989975889
1547-5816,Journal of Industrial and Management Optimization,0.733846464213607
1548-0992,IEEE Latin America Transactions,0.504667966942709
1548-3908,International Journal of Technology and Human Interaction,0.739027032352328
1548-5129,Journal of Defense Modeling and Simulation,0.537753558241319
1548-7091,Nature Methods,8.13062005968741
1548-7660,Journal of Statistical Software,4.01841838123969
1549-3636,Journal of Computer Science,0.36623489203246
1549-4950,AES: Journal of the Audio Engineering Society,0.702614864924706
1549-6325,ACM Transactions on Algorithms,1.72516137611355
1549-7747,IEEE Transactions on Circuits and Systems II: Express Briefs,1.46740956283855
1549-8328,IEEE Transactions on Circuits and Systems I: Regular Papers,1.68781254706358
1549-9596,Journal of Chemical Information and Modeling,1.33941320787115
1549-9618,Journal of Chemical Theory and Computation,1.47519544564843
1550-1329,International Journal of Distributed Sensor Networks,0.738671176073785
1550-3585,Annual Review of Law and Social Science,1.8572233721162
1550-4646,Journal of Mobile Multimedia,0.350708942150382
1550-4832,ACM Journal on Emerging Technologies in Computing Systems,0.883816417143147
1550-4859,ACM Transactions on Sensor Networks,1.15184059420677
1551-305X,Foundations and Trends in Theoretical Computer Science,1.75709336897522
1551-3203,IEEE Transactions on Industrial Informatics,3.47121484593713
1551-6857,"ACM Transactions on Multimedia Computing, Communications and Applications",1.36843874810621
1552-3098,IEEE Transactions on Robotics,3.59712368816663
1552-4922,Cytometry. Part A : the journal of the International Society for Analytical Cytology,1.26632573190486
1552-6283,International Journal on Semantic Web and Information Systems,0.704460927566728
1553-3506,Surgical Innovation,0.876648322664559
1553-877X,IEEE Communications Surveys and Tutorials,11.3147836538624
1554-0669,Foundations and Trends in Information Retrieval,6.54274396241693
1556-1801,Networks and Heterogeneous Media,0.855310017668705
1556-4665,ACM Transactions on Autonomous and Adaptive Systems,1.06169636026767
1556-4673,Journal on Computing and Cultural Heritage,1.9715878706935
1556-4681,ACM Transactions on Knowledge Discovery from Data,2.00804528217717
1556-4959,Journal of Field Robotics,2.76093828244637
1556-6013,IEEE Transactions on Information Forensics and Security,3.24435232335754
1556-603X,IEEE Computational Intelligence Magazine,5.75101591300129
1556-6056,IEEE Computer Architecture Letters,0.907567444579185
1556-6072,IEEE Vehicular Technology Magazine,2.83402592379246
1556-8598,PET Clinics,0.755383818543474
1557-2064,Sensing and Imaging,0.585421701073597
1557-3958,International Journal of Cognitive Informatics and Natural Intelligence,0.333584710427728
1559-1131,ACM Transactions on the Web,1.47092017277952
1559-128X,Applied Optics,0.990652872228522
1559-2332,Simulation in Healthcare,1.22348906688426
1560-3547,Regular and Chaotic Dynamics,1.13048092081228
1560-7534,Journal of Computational Technologies,0.49778482960308
1561-8625,Asian Journal of Control,1.30714416495985
1562-2479,International Journal of Fuzzy Systems,1.25030273677709
1566-2535,Information Fusion,5.03158393200541
1567-133X,Gene Expression Patterns,0.408236811807238
1567-2190,Foundations and Trends in Communications and Information Theory,4.40646467063418
1567-4223,Electronic Commerce Research and Applications,1.99076049453235
1567-567X,Journal of Pharmacokinetics and Pharmacodynamics,0.999767301826871
1567-7818,Natural Computing,1.2319029763186
1568-4946,Applied Soft Computing Journal,2.39617599320632
1568-9883,Harmful Algae,1.52741669414524
1569-190X,Simulation Modelling Practice and Theory,1.55413594804286
1569-8025,Journal of Computational Electronics,0.991310386352251
1569-8432,International Journal of Applied Earth Observation and Geoinformation,2.02458198931076
1570-0755,Quantum Information Processing,0.805192324169256
1570-2820,Journal of Numerical Mathematics,2.72408776812941
1570-7873,Journal of Grid Computing,1.5907468729014
1570-8268,Web Semantics,2.47008703522665
1570-8667,Journal of Discrete Algorithms,0.895926499472326
1570-8705,Ad Hoc Networks,1.55723926358476
1571-0645,Physics of Life Reviews,3.46355158266919
1571-0653,Electronic Notes in Discrete Mathematics,0.711554899682152
1571-0661,Electronic Notes in Theoretical Computer Science,0.885465593506906
1572-2740,Foundations and Trends in Computer Graphics and Vision,4.07423006569401
1572-5286,Discrete Optimization,1.22449119827964
1573-4056,Current Medical Imaging,0.402739586913415
1573-4277,Optical Switching and Networking,1.14699868610727
1574-0137,Computer Science Review,4.79037396655754
1574-017X,Mobile Information Systems,0.84164504388384
1574-020X,Language Resources and Evaluation,1.89541452227764
1574-1192,Pervasive and Mobile Computing,1.22281115244731
1574-8936,Current Bioinformatics,0.639345199998301
1574-9541,Ecological Informatics,1.43569927987418
1582-7445,Advances in Electrical and Computer Engineering,0.544940758361811
1598-0316,Journal of Information Display,1.20636544043874
1598-6446,"International Journal of Control, Automation and Systems",1.07497525493983
1607-9264,Journal of Internet Technology,0.442778759832944
1609-4840,Computational Methods in Applied Mathematics,0.961554600365078
1612-2011,Laser Physics Letters,0.670325784732842
1615-147X,Structural and Multidisciplinary Optimization,1.68065944793922
1615-3375,Foundations of Computational Mathematics,2.48655817411131
1615-5262,International Journal of Information Security,1.29592281831263
1615-5289,Universal Access in the Information Society,2.01467559513235
1615-9853,Proteomics,0.831073950950485
1617-4909,Personal and Ubiquitous Computing,1.13566698700512
1617-7959,Biomechanics and Modeling in Mechanobiology,1.33403181402384
1617-9625,Tobacco Induced Diseases,1.36963690399622
1617-9846,Information Systems and e-Business Management,1.21060676505044
1619-1366,Software and Systems Modeling,1.74362178263795
1619-697X,Computational Management Science,0.741689748820326
1631-0705,Comptes Rendus Physique,0.140900716060814
1631-0721,Comptes Rendus - Mecanique,0.84708813220159
1631-073X,Comptes Rendus Mathematique,0.882788588337552
1633-1311,Ingenierie des Systemes d'Information,0.579109437218667
1646-9895,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,0.257258191580697
1647-0818,Linguamatica,0.405705965181772
1658-0311,Scientific Journal of King Faisal University,0.174501223937699
1661-8270,Mathematics in Computer Science,0.737625758432951
1662-5099,Frontiers in Molecular Neuroscience,1.32713942925484
1662-5110,Frontiers in Neural Circuits,1.11857594458141
1662-5137,Frontiers in Systems Neuroscience,1.01629397563821
1662-5161,Frontiers in Human Neuroscience,1.24945070233685
1662-5188,Frontiers in Computational Neuroscience,1.11392086659271
1662-5196,Frontiers in Neuroinformatics,1.56340877465836
1662-5218,Frontiers in Neurorobotics,1.3643266341948
1664-042X,Frontiers in Physiology,1.42203882970467
1664-1078,Frontiers in Psychology,1.60463805520151
1664-2295,Frontiers in Neurology,1.28021633495189
1664-2368,Analysis and Mathematical Physics,1.22393492023753
1664-302X,Frontiers in Microbiology,1.49731991200763
1664-462X,Frontiers in Plant Science,1.82721824813144
1671-9433,Journal of Marine Science and Application,1.00597101724762
1673-5447,China Communications,1.14873253105536
1674-0068,Chinese Journal of Chemical Physics,0.3224693164166
1674-1056,Chinese Physics B,0.529171709451611
1674-7283,Science China Mathematics,1.06444524750895
1674-733X,Science China Information Sciences,1.49442307719077
1674-7348,"Science China: Physics, Mechanics and Astronomy",1.21714763903547
1678-5878,Journal of the Brazilian Society of Mechanical Sciences and Engineering,0.88805995927825
1684-4769,International Journal of Computer Science in Sport,0.813133707272266
1686-4360,Computer-Aided Design and Applications,0.485378481480829
1687-4188,International Journal of Biomedical Imaging,1.59440114594136
1687-5966,International Journal of Aerospace Engineering,0.850843342299842
1687-7047,International Journal of Computer Games Technology,2.59440427029137
1687-7357,Advances in High Energy Physics,0.622710808619263
1687-9120,Advances in Mathematical Physics,0.560043321758558
1687-9384,International Journal of Optics,0.565369506470995
1738-494X,Journal of Mechanical Science and Technology,0.946336793307874
1741-2560,Journal of Neural Engineering,1.65694650230053
1741-5977,Inverse Problems in Science and Engineering,1.03848758340857
1741-7007,BMC Biology,1.51107275535042
1742-5468,Journal of Statistical Mechanics: Theory and Experiment,0.806145500743331
1742-5689,Journal of the Royal Society Interface,1.56164730897056
1742-6588,Journal of Physics: Conference Series,0.394915398743675
1742-7061,Acta Biomaterialia,1.83381296742528
1742-7185,International Journal of Computational Science and Engineering,0.459753403153733
1743-0003,Journal of NeuroEngineering and Rehabilitation,1.93925075818831
1744-2370,International Journal of Services and Operations Management,0.521432771828293
1744-5485,International Journal of Bioinformatics Research and Applications,0.305030126401343
1744-5760,"International Journal of Parallel, Emergent and Distributed Systems",0.67649887020657
1744-683X,Soft Matter,1.01657925694205
1745-2473,Nature Physics,4.68337244116965
1745-3925,Monthly Notices of the Royal Astronomical Society: Letters,0.9085491493729
1745-6150,Biology Direct,1.02742218919628
1745-9737,Journal of Mathematics and Music,0.958372910859818
1746-4811,Plant Methods,1.93446697089091
1746-725X,International Journal of Mobile Learning and Organisation,1.3577906505829
1746-8094,Biomedical Signal Processing and Control,1.85523140277792
1748-0221,Journal of Instrumentation,0.711069741082228
1748-0671,International Journal of System of Systems Engineering,0.395440973951292
1748-0698,International Journal of Signal and Imaging Systems Engineering,0.411065049844331
1748-3182,Bioinspiration and Biomimetics,1.30133896987383
1748-9326,Environmental Research Letters,1.79473200856031
1748-9725,Journal of Location Based Services,1.10471666861585
1751-1577,Journal of Informetrics,2.22820859012436
1751-3472,Journal of Mathematics and the Arts,0.446577349030538
1751-570X,Nonlinear Analysis: Hybrid Systems,1.64854981045462
1751-8113,Journal of Physics A: Mathematical and Theoretical,0.992162605991733
1751-858X,"IET Circuits, Devices and Systems",0.751290861889323
1751-8628,IET Communications,0.598867692173263
1751-8644,IET Control Theory and Applications,0.878911762662557
1751-8687,"IET Generation, Transmission and Distribution",1.09333450754466
1751-8725,"IET Microwaves, Antennas and Propagation",0.890678217004468
1751-8806,IET Software,0.824502798916692
1751-8849,IET Systems Biology,0.496583152875408
1751-956X,IET Intelligent Transport Systems,1.06963728720319
1751-9632,IET Computer Vision,0.806793179769291
1751-9659,IET Image Processing,0.827738184670859
1751-9675,IET Signal Processing,0.759044764456786
1752-9131,International Journal of Computational Vision and Robotics,0.26905312268236
1753-3309,"International Journal of Oil, Gas and Coal Technology",0.359653291221162
1754-3916,International Journal of Communication Networks and Distributed Systems,0.569044032888285
1755-0203,Review of Symbolic Logic,1.84429306331448
1755-375X,Acta Ophthalmologica,1.66601371526344
1755-4535,IET Power Electronics,0.894327230644847
1755-5817,CIRP Journal of Manufacturing Science and Technology,1.59275065277123
1756-0381,BioData Mining,0.946791017727876
1756-8757,Topics in Cognitive Science,1.75021276068951
1757-8981,IOP Conference Series: Materials Science and Engineering,0.344440733077951
1758-0463,Database : the journal of biological databases and curation,0.998540947563537
1758-2946,Journal of Cheminformatics,2.238995313757
1759-2879,Research Synthesis Methods,2.78840938285086
1793-0057,New Mathematics and Natural Computation,1.15532652897531
1793-351X,International Journal of Semantic Computing,0.393938035314508
1793-8309,"Discrete Mathematics, Algorithms and Applications",0.958180494176973
1793-9623,"International Journal of Modeling, Simulation, and Scientific Computing",0.567774391866128
1815-0659,"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)",0.822321662635978
1815-2406,Communications in Computational Physics,0.863693620640993
1843-8121,Scientific Annals of Computer Science,0.40817969935804
1845-6421,Journal of Communications Software and Systems,0.515711295436677
1860-5974,Logical Methods in Computer Science,1.02372520303215
1860-7179,ChemMedChem,0.885511472085038
1861-2776,Intelligent Service Robotics,1.34164764424413
1861-6410,International journal of computer assisted radiology and surgery,1.39733807443207
1861-8200,Journal of Real-Time Image Processing,1.00806603672715
1862-2976,Journal of Mathematical Cryptology,0.677267168989014
1862-4472,Optimization Letters,1.05627374486971
1862-5347,Advances in Data Analysis and Classification,1.64006620925976
1863-1703,"Signal, Image and Video Processing",0.785369775539604
1865-0473,Earth Science Informatics,0.893883449879064
1865-9284,Memetic Computing,1.52221358110913
1866-9298,Applied Geomatics,1.01586743284669
1866-9956,Cognitive Computation,1.51549510482892
1867-0717,European Transport Research Review,1.74390314887144
1867-4828,Journal of Internet Services and Applications,2.01477880985895
1868-1743,Molecular Informatics,1.005047441968
1868-3967,Energy Systems,0.910949623100175
1868-5137,Journal of Ambient Intelligence and Humanized Computing,1.68991053376252
1868-6478,Evolving Systems,1.04396352695657
1868-7865,Journal of the Knowledge Economy,0.947702949058073
1868-8071,International Journal of Machine Learning and Cybernetics,1.31984186869268
1869-408X,Cardiovascular Engineering and Technology,1.07530880535133
1869-4187,SERIEs,0.845266558334443
1869-5450,Social Network Analysis and Mining,1.24829231170101
1871-4080,Cognitive Neurodynamics,1.50832324448144
1872-4981,Intelligent Decision Technologies,0.465702675902052
1874-4907,Physical Communication,0.817174175802852
1874-5482,International Journal of Critical Infrastructure Protection,1.78367456174486
1874-7655,Statistical Journal of the IAOS,0.649759199468243
1874-8961,Mathematical Geosciences,1.44665236315881
1875-4791,International Journal of Social Robotics,2.35471784887775
1875-9521,Entertainment Computing,1.26579419550425
1876-0341,Journal of Infection and Public Health,2.01769175245264
1877-0533,Set-Valued and Variational Analysis,1.37107901282634
1877-7503,Journal of Computational Science,1.72960544524179
1878-7789,Nano Communication Networks,1.15335978827316
1899-2358,"Acta Physica Polonica B, Proceedings Supplement",0.193334366928798
1930-5346,Advances in Mathematics of Communications,0.985116392625028
1930-8337,Inverse Problems and Imaging,0.873811164505343
1931-3195,Journal of Applied Remote Sensing,0.576904893465683
1931-4973,IEEJ Transactions on Electrical and Electronic Engineering,0.561785084254337
1931-7557,Brain Imaging and Behavior,1.05739555576823
1931-7573,Nanoscale Research Letters,1.24043598278068
1932-1864,Statistical Analysis and Data Mining,0.776302152320767
1932-2054,Global Business and Organizational Excellence,0.578869658010108
1932-4537,IEEE Transactions on Network and Service Management,1.69751223961374
1932-4545,IEEE Transactions on Biomedical Circuits and Systems,1.93972059203105
1932-4553,IEEE Journal on Selected Topics in Signal Processing,2.97652873455811
1932-6157,Annals of Applied Statistics,1.32340610000252
1932-6181,"Journal of Medical Devices, Transactions of the ASME",0.458203592072783
1932-6203,PLoS ONE,1.36815715967484
1932-8184,IEEE Systems Journal,1.4424838893157
1932-8346,Foundations and Trends in Signal Processing,2.75252376813312
1933-1681,Journal of Information Technology and Politics,1.521364378508
1935-0090,Applied Mathematics and Information Sciences,0.528026758394169
1935-3812,Swarm Intelligence,1.25652594863166
1935-8237,Foundations and Trends in Machine Learning,21.0849773113179
1936-0975,Bayesian Analysis,2.24488995847063
1936-1610,Journal of Applied Security Research,0.78915931149572
1936-1955,Journal of Data and Information Quality,1.69010324967474
1936-2447,Cryptography and Communications,1.06183679032423
1936-4954,SIAM Journal on Imaging Sciences,1.28711263655722
1936-6442,Peer-to-Peer Networking and Applications,1.04532745993671
1936-7228,ACM Transactions on Accessible Computing,0.864137099363587
1936-7406,ACM Transactions on Reconfigurable Technology and Systems,1.44163951768241
1937-3333,IEEE Reviews in Biomedical Engineering,3.59523059702505
1938-7857,Journal of Information Technology Research,0.673537051541958
1939-0114,Security and Communication Networks,1.07458001751774
1939-1374,IEEE Transactions on Services Computing,3.48457927453059
1939-1382,IEEE Transactions on Learning Technologies,2.04393696929688
1939-1390,IEEE Intelligent Transportation Systems Magazine,1.84550209028089
1939-1404,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,1.51182408516971
1939-1412,IEEE Transactions on Haptics,1.43483920205309
1939-5108,Wiley Interdisciplinary Reviews: Computational Statistics,1.79137695943083
1939-8018,Journal of Signal Processing Systems,0.599919231234642
1940-1493,Journal of Building Performance Simulation,1.05999104847533
1941-1383,Annual Review of Economics,4.27764192525044
1941-4889,Journal of Geometric Mechanics,0.815878719036687
1941-6237,International Journal of Ambient Computing and Intelligence,1.16530419167316
1942-2466,Journal of Advances in Modeling Earth Systems,1.80957945448294
1942-3454,ACM Transactions on Computation Theory,0.747573470905917
1942-3926,International Journal of Open Source Software and Processes,0.391080490792637
1942-4302,Journal of Mechanisms and Robotics,1.36356654511083
1942-4787,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,5.66169462167676
1942-7867,Transportation Letters,1.29184131828331
1943-0620,Journal of Optical Communications and Networking,1.80097007601629
1943-0655,IEEE Photonics Journal,0.837593869293463
1943-0663,IEEE Embedded Systems Letters,0.79480670109975
1943-9342,Journal of Development Effectiveness,0.718920872306634
1944-7442,Environmental Progress and Sustainable Energy,0.721709424846809
1945-497X,SIAM Journal on Financial Mathematics,1.27358739937588
1949-2553,Oncotarget,1.01863775578289
1949-3029,IEEE Transactions on Sustainable Energy,2.54268016592951
1949-3045,IEEE Transactions on Affective Computing,3.76758026854997
1949-3053,IEEE Transactions on Smart Grid,3.08236236862915
1949-307X,IEEE Magnetics Letters,0.59777390142195
1951-6355,European Physical Journal: Special Topics,0.863065573310459
1955-2513,International Journal on Interactive Design and Manufacturing,1.00379177502299
1972-6724,Bolletino dell Unione Matematica Italiana,0.900126693711202
1975-0102,Journal of Electrical Engineering and Technology,0.550716024895845
1976-7277,KSII Transactions on Internet and Information Systems,0.408358540378677
1994-2060,Engineering Applications of Computational Fluid Mechanics,2.42654680157495
1994-9197,"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",0.627038617982992
1995-0802,Lobachevskii Journal of Mathematics,0.973708562921879
1996-1073,Energies,1.10443098461838
1996-1944,Materials,1.13720303765347
1998-4464,"International Journal of Circuits, Systems and Signal Processing",0.567244357917106
1999-4893,Algorithms,0.910940542709203
2010-3263,Random Matrices: Theory and Application,0.628547682465298
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,1.15821483086163
2040-8978,Journal of Optics (United Kingdom),0.895316034263929
2041-1723,Nature Communications,3.34116916003264
2041-210X,Methods in Ecology and Evolution,3.01475034731878
2041-6520,Chemical Science,1.65989579268943
2041-8205,Astrophysical Journal Letters,1.41827522080041
2042-8898,Interface Focus,1.11738389734248
2045-2322,Scientific Reports,1.38932037439669
2046-0430,International Journal of Transportation Science and Technology,2.01536361581779
2047-4938,IET Biometrics,1.34639449560748
2047-4954,IET Networks,1.03896574359878
2048-8459,International Journal of Space Science and Engineering,0.399896702333421
2049-6427,International Journal of Intelligent Unmanned Systems,0.633849144256283
2050-084X,eLife,1.92715981649705
2050-1242,Network Science,1.16164964173855
2050-3806,Aslib Journal of Information Management,1.04776245536452
2051-1310,Journal of Complex Networks,0.925070235079766
2055-7671,Digital Scholarship in the Humanities,1.29647397946501
2056-4961,Information and Computer Security,0.945078937018065
2057-2085,Journal of Cybersecurity,2.27513338267091
2070-0466,"P-Adic Numbers, Ultrametric Analysis, and Applications",0.749163090985755
2071-0410,Prikladnaya Diskretnaya Matematika,0.626174981361919
2071-1050,Sustainability,1.31025385240239
2072-4292,Remote Sensing,1.54564157979865
2072-6694,Cancers,1.26494233716957
2073-4336,Games,0.798061100815508
2073-4441,Water (Switzerland),1.12782884366003
2073-4859,R Journal,2.99503515620106
2073-8994,Symmetry,1.12143789156764
2074-9090,International Journal of Computer Network and Information Security,1.38772847458822
2075-2180,"Electronic Proceedings in Theoretical Computer Science, EPTCS",0.648383265654182
2076-393X,Vaccines,1.16707546856576
2078-2489,Information (Switzerland),1.13287267515132
2081-8858,Operations Research and Decisions,0.122998790351201
2090-7141,Journal of Computer Networks and Communications,1.18278907606769
2093-274X,International Journal of Aeronautical and Space Sciences,0.863709276767156
2095-0462,Frontiers of Physics,0.963604972942066
2095-2228,Frontiers of Computer Science,1.18152582413285
2095-6983,Control Theory and Technology,0.622590787850183
2096-1790,Forensic Sciences Research,1.7674843204827
2150-704X,Remote Sensing Letters,0.827039090784828
2150-8097,Proceedings of the VLDB Endowment,2.46358231917172
2152-5080,International Journal for Uncertainty Quantification,0.726733645434235
2153-0785,Dynamic Games and Applications,1.72954651125425
2153-2648,International Journal of Prognostics and Health Management,0.633451057991858
2156-3357,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,1.81011107213846
2156-7085,Biomedical Optics Express,1.45144775491969
2156-8472,Mathematical Control and Related Fields,1.14635079867602
2157-6904,ACM Transactions on Intelligent Systems and Technology,2.76612752261944
2158-107X,International Journal of Advanced Computer Science and Applications,0.527985408264082
2158-3188,Translational Psychiatry,1.75952831510856
2158-3226,AIP Advances,0.627890048300175
2158-5571,Algorithmic Finance,0.123107351048528
2158-656X,ACM Transactions on Management Information Systems,1.55981224247623
2160-3308,Physical Review X,3.33668647786389
2160-6455,ACM Transactions on Interactive Intelligent Systems,1.28765879537588
2162-2248,IEEE Consumer Electronics Magazine,1.55530781755862
2162-2337,IEEE Wireless Communications Letters,1.61571694099644
2162-237X,IEEE Transactions on Neural Networks and Learning Systems,3.30613336618914
2164-6457,Journal of Applied Nonlinear Dynamics,0.444420414937269
2164-8034,Information and Culture,0.460340890926986
2167-6461,Big Data,1.64719844640899
2167-8359,PeerJ,1.0736389306964
2167-8375,ACM Transactions on Economics and Computation,1.40791348186351
2168-0566,Transportmetrica B,1.25225709547481
2168-1163,Computer Methods in Biomechanics and Biomedical Engineering: Imaging and Visualization,0.898757334135297
2168-2194,IEEE Journal of Biomedical and Health Informatics,2.27352127876561
2168-2216,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",2.99718711713783
2168-2267,IEEE Transactions on Cybernetics,3.67259939027775
2168-2291,IEEE Transactions on Human-Machine Systems,1.63639803767564
2168-2356,IEEE Design and Test,0.961927272729209
2168-2372,IEEE Journal of Translational Engineering in Health and Medicine,1.25222264434756
2168-6750,IEEE Transactions on Emerging Topics in Computing,1.61066051874783
2168-6831,IEEE Geoscience and Remote Sensing Magazine,4.44588397859505
2168-7161,IEEE Transactions on Cloud Computing,1.88851861887227
2169-3536,IEEE Access,1.32595352505941
2169-5172,Soft Robotics,2.79457760824803
2169-897X,Journal of Geophysical Research D: Atmospheres,1.38713500053683
2186-2982,International Journal of GEOMATE,0.720652194420337
2190-5452,Journal of Civil Structural Health Monitoring,1.42986331596874
2190-5983,Journal of Mathematics in Industry,0.795228516357837
2190-7188,Health and Technology,0.785340715925744
2190-8508,Journal of Cryptographic Engineering,1.80710206269657
2190-8567,Journal of Mathematical Neuroscience,1.31762621145093
2192-4376,EURO Journal on Transportation and Logistics,1.46898757861413
2192-4406,EURO Journal on Computational Optimization,1.11088029441581
2192-6352,Progress in Artificial Intelligence,1.61122881102037
2192-6611,International Journal of Multimedia Information Retrieval,2.21755214023976
2193-567X,Arabian Journal for Science and Engineering,1.03378771498892
2193-8407,Journal of Homotopy and Related Structures,0.777697684865478
2193-9764,Integrating Materials and Manufacturing Innovation,1.0444351103068
2194-0401,Stochastics and Partial Differential Equations: Analysis and Computations,1.12945103985991
2194-5403,Environment Systems and Decisions,1.14051832878924
2194-6418,Journal of Micro-Bio Robotics,0.464522431114457
2195-268X,International Journal of Dynamics and Control,0.886578460487675
2195-3880,"Journal of Control, Automation and Electrical Systems",0.752235827733774
2196-4378,Computational Particle Mechanics,1.05036309823007
2196-5625,Journal of Modern Power Systems and Clean Energy,1.60267469070909
2197-9987,Journal of Computers in Education,1.9282105718208
2198-3844,Advanced Science,2.23805193753914
2198-5804,Annals of Data Science,1.57730197227014
2199-160X,Advanced Electronic Materials,1.27453256714235
2199-4668,Journal of Reliable Intelligent Environments,1.12778081722345
2199-6792,Arnold Mathematical Journal,0.999104565605458
2210-5433,Philosophy and Technology,3.35937931294889
2210-6502,Swarm and Evolutionary Computation,2.99091683519329
